"habitat","position","substrate","shade","fishNotes","habitatExtra","substrateExtra","signal","lon","lat","trackedTime","shift","river","tagID","source"
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble,Granule,Sand",NA,-72.4599823333333,42.3812675,"2024-07-25 11:43:00","day","AMETHYST",18,"iPad"
"Glide","Center",NA,"Mostly shaded","","","Pebble,Granule,Sand,Rock",NA,-72.4599653333333,42.3811318333333,"2024-07-25 11:45:00","day","AMETHYST",14,"iPad"
"Pool","Left",NA,"Lightly shaded","","Woody_debris","Rock,Pebble,Granule,Sand",NA,-72.4602011666667,42.3812783333333,"2024-07-25 11:47:00","day","AMETHYST",56,"iPad"
"Glide","Center",NA,"Mostly shaded","","Woody_debris","Boulder,Rock,Pebble,Granule,Sand",NA,-72.4603496666667,42.3810595,"2024-07-25 11:49:00","day","AMETHYST",20,"iPad"
"Pool","Right",NA,"Mostly shaded","","","Rock,Pebble,Granule",NA,-72.4598645,42.3812606666667,"2024-07-25 12:20:00","day","AMETHYST",18,"iPad"
"Pool","Right",NA,"Mostly shaded","","","Rock,Pebble,Granule",NA,-72.4600371666667,42.3813115,"2024-07-25 12:21:00","day","AMETHYST",19,"iPad"
"Riffle","Center",NA,"Mostly shaded","Moving ","","Rock,Pebble,Granule",188,-72.4599361666667,42.3813235,"2024-07-25 12:30:00","day","AMETHYST",14,"iPad"
"Riffle","Left",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.4602863333333,42.3812631666667,"2024-07-25 12:32:00","day","AMETHYST",56,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Pebble",NA,-72.4602633333333,42.3811695,"2024-07-25 12:33:00","day","AMETHYST",20,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Pebble,Granule",NA,-72.4585615,42.382016,"2024-07-25 12:38:00","day","AMETHYST",60,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble,Granule",NA,-72.4596201666667,42.3810541666667,"2024-07-25 12:49:00","day","AMETHYST",62,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble,Granule",NA,-72.4596001666667,42.3809905,"2024-07-25 12:52:00","day","AMETHYST",57,"iPad"
"Pool","Center",NA,"Fully shaded","","","Rock",NA,-72.4585523333333,42.382023,"2024-07-25 17:32:00","night","AMETHYST",60,"iPad"
"Pool","Center",NA,"Fully shaded","","","Sand,Rock",NA,-72.4597231666667,42.3810621666667,"2024-07-25 17:43:00","night","AMETHYST",57,"iPad"
"Run","Right",NA,"Fully shaded","","","Rock,Sand",NA,-72.4597323333333,42.3810595,"2024-07-25 17:46:00","night","AMETHYST",62,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.4599475,42.3812185,"2024-07-25 17:47:00","night","AMETHYST",18,"iPad"
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.4600055,42.3812253333333,"2024-07-25 17:48:00","night","AMETHYST",14,"iPad"
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.4599968333333,42.3812305,"2024-07-25 17:48:00","night","AMETHYST",19,"iPad"
"Riffle","Left",NA,"Fully shaded","","","Rock,Pebble",NA,-72.4601763333333,42.3812621666667,"2024-07-25 17:53:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Fully shaded","","","Boulder",NA,-72.4602975,42.381152,"2024-07-25 17:54:00","night","AMETHYST",20,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.4584563333333,42.382181,"2024-07-25 18:20:00","night","AMETHYST",60,"iPad"
"Pool","Center",NA,"Fully shaded","","","Sand,Rock",NA,-72.4597731666667,42.3811058333333,"2024-07-25 18:29:00","night","AMETHYST",57,"iPad"
"Run","Right",NA,"Fully shaded","","","Sand,Rock",NA,-72.459772,42.3810503333333,"2024-07-25 18:32:00","night","AMETHYST",62,"iPad"
"Run","Center",NA,"Fully shaded","","","Boulder,Sand,Rock",NA,-72.4599011666667,42.381289,"2024-07-25 18:34:00","night","AMETHYST",19,"iPad"
"Run","Center",NA,"Fully shaded","","","Sand,Rock,Boulder",NA,-72.4598945,42.3812721666667,"2024-07-25 18:34:00","night","AMETHYST",18,"iPad"
"Riffle","Right",NA,"Fully shaded","","","Rock,Pebble,Sand",NA,-72.4600026666667,42.3813535,"2024-07-25 18:35:00","night","AMETHYST",14,"iPad"
"Run","Left",NA,"Fully shaded","","","Sand,Rock",NA,-72.4602443333333,42.3812306666667,"2024-07-25 18:38:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Fully shaded","","","Boulder",NA,-72.4601736666667,42.3810801666667,"2024-07-25 18:42:00","night","AMETHYST",20,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Pebble",NA,-72.458393,42.3821123333333,"2024-07-25 19:06:00","night","AMETHYST",60,"iPad"
"Run","Right",NA,"Fully shaded","","","Rock,Pebble",NA,-72.459751,42.381146,"2024-07-25 19:10:00","night","AMETHYST",62,"iPad"
"Pool","Center",NA,"Fully shaded","","","Sand,Rock",NA,-72.4597923333333,42.3813861666667,"2024-07-25 19:14:00","night","AMETHYST",57,"iPad"
"Run","Center",NA,"Night","","","Boulder,Sand",NA,-72.459942,42.3813171666667,"2024-07-25 19:16:00","night","AMETHYST",18,"iPad"
"Pool","Right",NA,"Night","","","Rock,Sand,Boulder",NA,-72.4598845,42.3814108333333,"2024-07-25 19:18:00","night","AMETHYST",18,"iPad"
"Pool","Left",NA,"Night","","","Rock,Boulder,Pebble",NA,-72.4598868333333,42.3814321666667,"2024-07-25 19:19:00","night","AMETHYST",14,"iPad"
"Run","Left",NA,"Night","","","Sand,Rock",NA,-72.4603078333333,42.381245,"2024-07-25 19:21:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Night","","","Rock,Boulder",NA,-72.4603451666667,42.3811865,"2024-07-25 19:22:00","night","AMETHYST",20,"iPad"
"Riffle","Center",NA,"Night","","","Sand",NA,-72.4585383333334,42.382055,"2024-07-25 20:10:00","night","AMETHYST",60,"iPad"
"Pool","Center",NA,"Night","","","Boulder,Sand",NA,-72.4596741666667,42.3811258333333,"2024-07-25 20:16:00","night","AMETHYST",62,"iPad"
"Pool","Center",NA,"Night","","","Boulder,Sand",NA,-72.459694,42.3811685,"2024-07-25 20:17:00","night","AMETHYST",57,"iPad"
"Run","Center",NA,"Night","","","Rock,Boulder,Sand",NA,-72.459782,42.3813301666667,"2024-07-25 20:21:00","night","AMETHYST",18,"iPad"
"Run","Center",NA,"Night","","","Rock,Boulder,Sand",NA,-72.4598705,42.3813735,"2024-07-25 20:28:00","night","AMETHYST",19,"iPad"
"Riffle","Right",NA,"Night","","","Granule,Sand,Rock",NA,-72.4599793333333,42.3813696666667,"2024-07-25 20:30:00","night","AMETHYST",14,"iPad"
"Riffle","Center",NA,"Night","","","Rock,Pebble",NA,-72.4601633333333,42.381256,"2024-07-25 20:36:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Night","","Woody_debris","Rock,Boulder",NA,-72.4602681666667,42.3811886666667,"2024-07-25 20:38:00","night","AMETHYST",20,"iPad"
"Riffle","Center",NA,"Night","","","Sand,Boulder",NA,-72.4586205,42.38214,"2024-07-25 21:27:00","night","AMETHYST",60,"iPad"
"Pool","Center",NA,"Night","","","Rock,Sand",NA,-72.4596388333333,42.381131,"2024-07-25 21:39:00","night","AMETHYST",62,"iPad"
"Pool","Center",NA,"Night","","","Sand,Rock",NA,-72.4596841666666,42.3812715,"2024-07-25 21:44:00","night","AMETHYST",57,"iPad"
"Run","Center",NA,"Night","","","Boulder,Rock,Sand",NA,-72.4598385,42.3812803333333,"2024-07-25 21:47:00","night","AMETHYST",19,"iPad"
"Run","Center",NA,"Night","","","Rock,Boulder,Sand",NA,-72.4598515,42.3813405,"2024-07-25 21:48:00","night","AMETHYST",18,"iPad"
"Riffle","Right",NA,"Night","","","Rock,Pebble",NA,-72.4599378333333,42.3812873333333,"2024-07-25 21:50:00","night","AMETHYST",14,"iPad"
"Riffle","Center",NA,"Night","","","Rock,Boulder,Sand",NA,-72.4603505,42.3812896666667,"2024-07-25 21:52:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Night","","Woody_debris","Granule,Rock,Boulder",NA,-72.4603366666667,42.3813203333333,"2024-07-25 21:54:00","night","AMETHYST",20,"iPad"
"Riffle","Center",NA,"Night","","","Sand,Rock",NA,-72.4584696666667,42.3821531666667,"2024-07-25 22:20:00","night","AMETHYST",60,"iPad"
"Pool","Center",NA,"Night","","","Sand,Rock",NA,-72.4597008333333,42.3811938333333,"2024-07-25 22:25:00","night","AMETHYST",57,"iPad"
"Pool","Center",NA,"Night","","","Sand,Rock",NA,-72.4597081666667,42.3811801666667,"2024-07-25 22:25:00","night","AMETHYST",62,"iPad"
"Pool","Center",NA,"Night","","","Sand,Rock,Boulder",NA,-72.4598891666667,42.381359,"2024-07-25 22:27:00","night","AMETHYST",19,"iPad"
"Run","Right",NA,"Night","","","Sand,Rock,Boulder",NA,-72.4599483333333,42.3815516666667,"2024-07-25 22:29:00","night","AMETHYST",18,"iPad"
"Riffle","Right",NA,"Night","","","Sand,Rock",NA,-72.4600168333333,42.3813495,"2024-07-25 22:31:00","night","AMETHYST",14,"iPad"
"Riffle","Center",NA,"Night","","","Sand,Rock,Granule",NA,-72.460258,42.3814135,"2024-07-25 22:35:00","night","AMETHYST",56,"iPad"
"Run","Left",NA,"Night","","","Rock,Sand",NA,-72.4603945,42.381176,"2024-07-25 22:39:00","night","AMETHYST",20,"iPad"
"Riffle","Center",NA,"Mostly shaded","","","Rock,Boulder",NA,-72.3243518333333,42.4449986666667,"2024-07-26 07:31:00","day","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Lightly shaded","","","Pebble",NA,-72.3253931666667,42.4452896666667,"2024-07-26 07:39:00","day","UNDERHILL",40,"iPad"
"Riffle","Center",NA,"Mostly shaded","","","Rock,Boulder",NA,-72.326269,42.4457545,"2024-07-26 07:52:00","day","UNDERHILL",33,"iPad"
"Pool","Right",NA,"Lightly shaded","","","Boulder,Rock,Pebble",NA,-72.3266858333333,42.4456408333333,"2024-07-26 07:57:00","day","UNDERHILL",34,"iPad"
"Pool","Left",NA,"Fully shaded","Found tag at bottom of pool","","Pebble",NA,-72.3277386666667,42.4451786666667,"2024-07-26 08:06:00","day","UNDERHILL",27,"iPad"
"Pool","Left",NA,"Mostly shaded","","","Boulder,Rock",NA,-72.3277091666667,42.4449916666667,"2024-07-26 08:10:00","day","UNDERHILL",45,"iPad"
"Pool","",NA,"Lightly shaded","","Woody_debris","Boulder,Sand",NA,-72.3279781666667,42.444808,"2024-07-26 08:23:00","day","UNDERHILL",44,"iPad"
"Riffle","Center",NA,"Mostly shaded","","","Boulder,Pebble",NA,-72.3296706666667,42.4435118333333,"2024-07-26 08:42:00","day","UNDERHILL",35,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Sand",NA,-72.3294506666667,42.4435965,"2024-07-26 09:16:00","day","UNDERHILL",35,"iPad"
"Pool","Center",NA,"Mostly shaded","Hard time in pool getting a high signal. Highest 186","Woody_debris","Pebble,Sand",186,-72.3279426666667,42.445076,"2024-07-26 09:29:00","day","UNDERHILL",44,"iPad"
"Pool","Left",NA,"Mostly shaded","","","Pebble,Rock",NA,-72.3277866666667,42.4453568333333,"2024-07-26 09:36:00","day","UNDERHILL",45,"iPad"
"Pool","Left",NA,"Lightly shaded","","","Rock",NA,-72.3267113333333,42.4456308333333,"2024-07-26 09:40:00","day","UNDERHILL",34,"iPad"
"Riffle","Right",NA,"Mostly shaded","Seemed like it was moving downstream as we were tracking and stopped in the woody debris.","Woody_debris","Rock",NA,-72.3261391666667,42.4453638333333,"2024-07-26 09:47:00","day","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Mostly shaded","","","Rock,Sand",NA,-72.3252938333333,42.4452448333333,"2024-07-26 09:50:00","day","UNDERHILL",40,"iPad"
"Run","Center",NA,"Fully shaded","","","Boulder",NA,-72.3245311666667,42.444915,"2024-07-26 09:57:00","day","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Pebble",NA,-72.3244563333333,42.444947,"2024-07-26 11:01:00","day","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Mostly shaded","Dead found under moss while looking for tag.","","Sand",NA,-72.3253865,42.4452566666667,"2024-07-26 11:10:00","day","UNDERHILL",40,"iPad"
"Riffle","Right",NA,"Mostly shaded","","Woody_debris","Rock,Sand",NA,-72.3263075,42.4453813333333,"2024-07-26 11:28:00","day","UNDERHILL",33,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Rock,Sand,Pebble",NA,-72.3265695,42.4456326666667,"2024-07-26 11:31:00","day","UNDERHILL",34,"iPad"
"Pool","Right",NA,"Mostly shaded","May be movng in pool. Signal changes. We do feel we should be able to see the fish, but do not.","","Rock,Sand,Pebble",NA,-72.3277701666667,42.4451608333333,"2024-07-26 11:44:00","day","UNDERHILL",45,"iPad"
"Pool","Center",NA,"Lightly shaded","Tag still hard to get above 190. ","","Rock,Pebble",186,-72.3279756666667,42.4448625,"2024-07-26 11:56:00","day","UNDERHILL",44,"iPad"
"Pool","Center",NA,"Lightly shaded","We did get a 190 when looking for the tag. Other than that odd signal strength, maybfish moving.","Woody_debris","Rock,Pebble,Sand",182,-72.3279298333333,42.4449005,"2024-07-26 12:15:00","day","UNDERHILL",44,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Rock,Sand,Pebble",NA,-72.3277995,42.445256,"2024-07-26 12:20:00","day","UNDERHILL",45,"iPad"
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble,Sand",NA,-72.3266756666667,42.4456178333333,"2024-07-26 12:23:00","day","UNDERHILL",34,"iPad"
"Riffle","Center",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.3261983333333,42.4454103333333,"2024-07-26 12:27:00","day","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.3245625,42.4448761666667,"2024-07-26 12:33:00","day","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Pebble,Rock",NA,-72.3244485,42.4448391666667,"2024-07-26 17:30:00","night","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Rock,Sand",NA,-72.3263961666667,42.445301,"2024-07-26 17:36:00","night","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.3265816666667,42.4456661666667,"2024-07-26 17:43:00","night","UNDERHILL",34,"iPad"
"Run","Center",NA,"Fully shaded","","","Rock,Sand,Boulder",NA,-72.3277413333333,42.4452053333333,"2024-07-26 17:50:00","night","UNDERHILL",45,"iPad"
"Pool","Center",NA,"Fully shaded","","","Rock",NA,-72.3279515,42.4449085,"2024-07-26 17:54:00","night","UNDERHILL",44,"iPad"
"Pool","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.3297031666667,42.4437521666667,"2024-07-26 18:02:00","night","UNDERHILL",35,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Boulder",NA,-72.324461,42.4450401666667,"2024-07-26 18:17:00","night","UNDERHILL",41,"iPad"
"Run","Center",NA,"Fully shaded","","Woody_debris","Rock,Sand",NA,-72.326378,42.4453718333333,"2024-07-26 18:22:00","night","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.3265233333333,42.4456211666667,"2024-07-26 18:26:00","night","UNDERHILL",34,"iPad"
"Riffle","Center",NA,"Fully shaded","","","Boulder,Granule,Sand",NA,-72.3278343333333,42.4451258333333,"2024-07-26 18:29:00","night","UNDERHILL",45,"iPad"
"Run","Center",NA,"Fully shaded","","Woody_debris","Sand,Rock,Granule",NA,-72.3278768333333,42.444983,"2024-07-26 18:38:00","night","UNDERHILL",44,"iPad"
"Pool","Center",NA,"Fully shaded","","","Boulder,Sand",NA,-72.3296203333333,42.4435316666667,"2024-07-26 18:49:00","night","UNDERHILL",35,"iPad"
"Pool","Center",NA,"Night","","","Boulder,Sand",NA,-72.3297951666667,42.4437995,"2024-07-26 19:17:00","night","UNDERHILL",35,"iPad"
"Run","Center",NA,"Night","","Woody_debris","Rock,Sand,Boulder",187,-72.3280123333333,42.4450356666667,"2024-07-26 19:38:00","night","UNDERHILL",44,"iPad"
"Pool","Right",NA,"Night","","","Rock,Pebble,Granule",NA,-72.3277223333333,42.445166,"2024-07-26 19:44:00","night","UNDERHILL",45,"iPad"
"Riffle","Center",NA,"Night","","","Rock,Boulder",NA,-72.3267218333334,42.4456863333333,"2024-07-26 19:50:00","night","UNDERHILL",34,"iPad"
"Riffle","Center",NA,"Night","","","Rock,Granule,Sand",NA,-72.3263583333333,42.445446,"2024-07-26 19:53:00","night","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Night","","","Boulder",NA,-72.3244961666666,42.4449973333333,"2024-07-26 19:59:00","night","UNDERHILL",41,"iPad"
"Riffle","Right",NA,"Night","","","Rock,Boulder",NA,-72.3245241666667,42.444939,"2024-07-26 20:37:00","night","UNDERHILL",41,"iPad"
"Riffle","Center",NA,"Night","Confirmed alive, fish spotted.","","Sand,Rock",NA,-72.3263976666667,42.4455261666667,"2024-07-26 20:46:00","night","UNDERHILL",33,"iPad"
"Pool","Center",NA,"Night","","","Rock,Sand",NA,-72.326607,42.4454846666667,"2024-07-26 20:51:00","night","UNDERHILL",34,"iPad"
"Pool","Center",NA,"Night","","","Rock,Sand",NA,-72.3279041666667,42.4452443333333,"2024-07-26 20:57:00","night","UNDERHILL",45,"iPad"
"Run","Center",NA,"Night","","","Sand,Rock,Granule",NA,-72.32792,42.4448113333333,"2024-07-26 21:01:00","night","UNDERHILL",44,"iPad"
"Pool","Right",NA,"Night","","","Boulder,Rock,Sand",NA,-72.329619,42.4436305,"2024-07-26 21:17:00","night","UNDERHILL",35,"iPad"
"Pool","Right",NA,"Night","","","Sand,Boulder",NA,-72.3296693333333,42.4435886666667,"2024-07-26 21:40:00","night","UNDERHILL",35,"iPad"
"Run","Center",NA,"Night","","","Sand,Pebble",NA,-72.3280368333333,42.4449145,"2024-07-26 21:53:00","night","UNDERHILL",44,"iPad"
"Pool","Center",NA,"Night","","","",NA,-72.327885,42.4452628333333,"2024-07-26 21:56:00","night","UNDERHILL",45,"iPad"
"Pool","Center",NA,"Night","","","Rock,Sand,Pebble",NA,-72.3265376666667,42.4455278333333,"2024-07-26 22:01:00","night","UNDERHILL",34,"iPad"
"Run","Center",NA,"Night","","","Sand,Rock,Pebble",NA,-72.3262861666667,42.4453698333333,"2024-07-26 22:06:00","night","UNDERHILL",33,"iPad"
"Riffle","Center",NA,"Night","","","Rock,Pebble",NA,-72.3245243333333,42.4449923333333,"2024-07-26 22:11:00","night","UNDERHILL",41,"iPad"
